Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved_0.3,BAAI_documents_retrieved_0.5,BAAI_documents_retrieved_0.7
What are the benefits for existing buildings that comply with the ordinance by dedicating rooftop space for vegetation?,Ano ang mga benepisyo para sa mga kasalukuyang gusali na sumusunod sa ordinansa sa pamamagitan ng paglaan ng espasyo sa bubong para sa mga halaman?,Existing buildings that devote at least thirty percent of their roof areas for plants and trees are entitled to a discount on the real property tax equivalent to the assessed value of the floor area dedicated to plants and trees. This discount is available for ten years starting from the completion of the improvement.,"SP-1940, S-2009",Operative,"[[""SP-1940, S-2009"", ""Operative"", 0.9907006025314331], [""SP-1917, S-2009"", ""Operative"", 0.654155433177948], [""SP-3044, S-2021"", ""Operative"", 0.6465913653373718], [""SP-1940, S-2009"", ""Preamble"", 0.5274591445922852], [""SP-1917, S-2009"", ""Operative"", 0.5228237509727478]]","[[""SP-1940, S-2009"", ""Operative"", 0.9845010042190552], [""SP-1940, S-2009"", ""Preamble"", 0.5799221992492676], [""SP-1917, S-2009"", ""Operative"", 0.5728079080581665], [""SP-3044, S-2021"", ""Operative"", 0.5081890225410461], [""SP-1940, S-2009"", ""Introduction"", 0.5]]","[[""SP-1940, S-2009"", ""Operative"", 0.9783013463020325], [""SP-1940, S-2009"", ""Introduction"", 0.699999988079071], [""SP-1940, S-2009"", ""Preamble"", 0.6323851943016052], [""SP-1917, S-2009"", ""Operative"", 0.49146032333374023], [""SP-1917, S-2009"", ""Operative"", 0.42485296726226807]]"
What is the purpose of the resolution encouraging parents in Quezon City to vaccinate their children against COVID-19 before the resumption of face-to-face classes?,Ano ang layunin ng resolusyon na hikayatin ang mga magulang sa Lungsod Quezon na pabakunahan ang kanilang mga anak laban sa COVID-19 bago ang pagbabalik ng face-to-face classes?,"The resolution aims to encourage parents to vaccinate their children against COVID-19 to ensure their safety and health protection during the return to face-to-face classes in both public and private schools. This is also part of the effort to prevent the spread of the disease, thus contributing to the overall public health welfare.","SP-9049, S-2022",Operative,"[[""SP-9049, S-2022"", ""Operative"", 1.0], [""SP-9049, S-2022"", ""Preamble"", 0.8190785646438599], [""SP-9049, S-2022"", ""Introduction"", 0.7304996252059937], [""Sp-9037, S-2022"", ""Preamble"", 0.7152128219604492], [""SP-3025, S-2021"", ""Preamble"", 0.5230420231819153], [""Sp-9037, S-2022"", ""Operative"", 0.46834731101989746]]","[[""SP-9049, S-2022"", ""Operative"", 1.0], [""SP-9049, S-2022"", ""Preamble"", 0.7877563238143921], [""SP-9049, S-2022"", ""Introduction"", 0.7847836017608643], [""Sp-9037, S-2022"", ""Preamble"", 0.5854067802429199], [""SP-3076, S-2021"", ""Preamble"", 0.4359157085418701], [""SP-3119, S-2022"", ""Preamble"", 0.4189489483833313]]","[[""SP-9049, S-2022"", ""Operative"", 1.0], [""SP-9049, S-2022"", ""Introduction"", 0.8390676379203796], [""SP-9049, S-2022"", ""Preamble"", 0.7564340829849243], [""SP-3076, S-2021"", ""Preamble"", 0.5201104879379272], [""SP-8569, S-2021"", ""Preamble"", 0.510818362236023], [""SP-3024, S-2021"", ""Preamble"", 0.49345576763153076]]"
What is the purpose of the financial assistance granted to the Quezon City Unified Retired Teachers' Association (URTASI) by the Quezon City Government?,Ano ang layunin ng pinansyal na tulong na ipinagkaloob ng Pamahalaang Lungsod ng Quezon City sa Quezon City Unified Retired Teachers' Association (URTASI)?,"The financial assistance granted to URTASI is intended to support their Mutual Aid Program, Health and Wellness Program, social and cultural activities, and maintenance and operational expenses. This includes providing medical assistance and death aid to its members.","SP-8962, S-2022",Introduction,"[[""SP-8962, S-2022"", ""Preamble"", 1.0], [""SP-8962, S-2022"", ""Operative"", 0.7992801070213318], [""SP-8962, S-2022"", ""Introduction"", 0.47657310962677], [""SP-2831, S-2019"", ""Preamble"", 0.19571572542190552], [""SP-2727, S-2018"", ""Operative"", 0.18424706161022186], [""SP-2727, S-2018"", ""Preamble"", 0.17954298853874207], [""SP-2544, S-2016"", ""Operative"", 0.145987868309021]]","[[""SP-8962, S-2022"", ""Preamble"", 1.0], [""SP-8962, S-2022"", ""Operative"", 0.7767671346664429], [""SP-8962, S-2022"", ""Introduction"", 0.507493793964386], [""SP-2831, S-2019"", ""Preamble"", 0.24188631772994995], [""SP-2727, S-2018"", ""Operative"", 0.23945771157741547], [""SP-2727, S-2018"", ""Preamble"", 0.22763478755950928], [""SP-3129, S-2022"", ""Preamble"", 0.17342624068260193]]","[[""SP-8962, S-2022"", ""Preamble"", 1.0], [""SP-8962, S-2022"", ""Operative"", 0.7542541027069092], [""SP-8962, S-2022"", ""Introduction"", 0.538414478302002], [""SP-2727, S-2018"", ""Operative"", 0.29466837644577026], [""SP-2831, S-2019"", ""Preamble"", 0.2880569100379944], [""SP-2727, S-2018"", ""Preamble"", 0.2757265865802765], [""SP-3129, S-2022"", ""Preamble"", 0.24279673397541046]]"
What requirements must large gambling establishments in Quezon City fulfill to obtain a fixed term special permit?,Ano ang mga kinakailangan na dapat tuparin ng malalaking establisimyento ng pagsusugal sa Quezon City upang makakuha ng fixed term special permit?,"Large gambling establishments with a paid-up capitalization of at least One Billion Pesos and a license from the Philippine Amusement and Gaming Corporation (PAGCOR) are automatically entitled to a fixed term special permit coterminous with their PAGCOR license. However, they are required to secure a Letter of No Objection from the Office of the City Mayor, a function delegated to the Chief of the Business Permits and Licensing Department (BPLD).","SP-2860, S-2019",Operative,"[[""SP-2860, S-2019"", ""Operative"", 1.0], [""SP-2641, S-2017"", ""Operative"", 0.4655965566635132], [""SP-2860, S-2019"", ""Preamble"", 0.2701764702796936], [""SP-8973, S-2022"", ""Operative"", 0.27012452483177185], [""SP-8973, S-2022"", ""Introduction"", 0.25864729285240173], [""SP-8984, S-2022"", ""Preamble"", 0.23553909361362457]]","[[""SP-2860, S-2019"", ""Operative"", 1.0], [""SP-2641, S-2017"", ""Operative"", 0.5734549164772034], [""SP-8973, S-2022"", ""Operative"", 0.4251789450645447], [""SP-8973, S-2022"", ""Introduction"", 0.40479177236557007], [""SP-2860, S-2019"", ""Preamble"", 0.36161285638809204], [""SP-8978, S-2022"", ""Operative"", 0.359790176153183]]","[[""SP-2860, S-2019"", ""Operative"", 1.0], [""SP-2641, S-2017"", ""Operative"", 0.6813132762908936], [""SP-8973, S-2022"", ""Operative"", 0.5802333354949951], [""SP-8973, S-2022"", ""Introduction"", 0.5509362816810608], [""SP-8978, S-2022"", ""Operative"", 0.4902089536190033], [""SP-8978, S-2022"", ""Introduction"", 0.46521371603012085]]"
What roles do the Office of the City Mayor and the Schools Division Office of Quezon City play in the conservation of Gabaldon Hall?,Ano ang mga tungkulin ng Tanggapan ng Alkalde ng Lungsod at ng Tanggapan ng Dibisyon ng mga Paaralan ng Lungsod ng Quezon sa pangangalaga ng Gabaldon Hall?,"The Office of the City Mayor and the Schools Division Office of Quezon City are responsible for implementing a program for the conservation of the Gabaldon Hall. They are required to consult with the Department of Education, National Commission for Culture and the Arts, and the National Historical Commission of the Philippines to ensure proper conservation efforts are undertaken.","SP-3152, S-2022",Operative,"[[""SP-3152, S-2022"", ""Operative"", 1.0], [""SP-3152, S-2022"", ""Preamble"", 0.5201376080513], [""SP-3152, S-2022"", ""Introduction"", 0.32213032245635986], [""SP-9007, S-2022"", ""Operative"", 0.2655681371688843], [""SP-3157, S-2022"", ""Operative"", 0.25870126485824585], [""SP-3157, S-2022"", ""Operative"", 0.22454144060611725], [""SP-2917, S-2020"", ""Operative"", 0.19485585391521454]]","[[""SP-3152, S-2022"", ""Operative"", 1.0], [""SP-3152, S-2022"", ""Preamble"", 0.5824632048606873], [""SP-3152, S-2022"", ""Introduction"", 0.5024457573890686], [""SP-3157, S-2022"", ""Operative"", 0.2843136787414551], [""SP-3157, S-2022"", ""Operative"", 0.25731736421585083], [""SP-9007, S-2022"", ""Operative"", 0.25008755922317505], [""SP-2917, S-2020"", ""Operative"", 0.19412139058113098]]","[[""SP-3152, S-2022"", ""Operative"", 1.0], [""SP-3152, S-2022"", ""Introduction"", 0.6827611327171326], [""SP-3152, S-2022"", ""Preamble"", 0.6447888612747192], [""SP-3157, S-2022"", ""Operative"", 0.3099261224269867], [""SP-3157, S-2022"", ""Operative"", 0.2900933027267456], [""SP-9007, S-2022"", ""Operative"", 0.23460699617862701], [""SP-9006, S-2022"", ""Operative"", 0.2042923867702484]]"
What benefit does the Office of Councilor Eric Z. Medina receive from the transfer of vehicle ownership without cost?,Anong benepisyo ang makukuha ng Tanggapan ni Konsehal Eric Z. Medina mula sa paglilipat ng pagmamay-ari ng sasakyan na walang bayad?,"The Office of Councilor Eric Z. Medina benefits by receiving a service and monitoring vehicle, which facilitates the implementation and monitoring of various programs and projects within their district. The office can move personnel more quickly and efficiently deliver public services, while saving funds that would otherwise be spent on annual insurance coverage and renewal registration.","SP-8996, S-2022",Preamble,"[[""SP-8996, S-2022"", ""Operative"", 0.8662698268890381], [""SP-8995, S-2022"", ""Introduction"", 0.8604707717895508], [""SP-8996, S-2022"", ""Introduction"", 0.8535704016685486], [""SP-8995, S-2022"", ""Operative"", 0.8011934757232666], [""SP-8996, S-2022"", ""Preamble"", 0.7498506307601929], [""SP-8995, S-2022"", ""Preamble"", 0.6857922077178955], [""SP-8992, S-2022"", ""Operative"", 0.5562930703163147]]","[[""SP-8995, S-2022"", ""Introduction"", 0.8313322067260742], [""SP-8996, S-2022"", ""Introduction"", 0.8274837732315063], [""SP-8996, S-2022"", ""Preamble"", 0.8211914300918579], [""SP-8996, S-2022"", ""Operative"", 0.7771163582801819], [""SP-8995, S-2022"", ""Preamble"", 0.7755658626556396], [""SP-8995, S-2022"", ""Operative"", 0.7281507253646851], [""SP-8992, S-2022"", ""Operative"", 0.5026542544364929]]","[[""SP-8996, S-2022"", ""Preamble"", 0.8925322890281677], [""SP-8995, S-2022"", ""Preamble"", 0.8653395175933838], [""SP-8995, S-2022"", ""Introduction"", 0.8021937012672424], [""SP-8996, S-2022"", ""Introduction"", 0.8013970851898193], [""SP-8996, S-2022"", ""Operative"", 0.6879628896713257], [""SP-8995, S-2022"", ""Operative"", 0.6551079750061035], [""SP-8992, S-2022"", ""Operative"", 0.44901543855667114]]"
What is the consequence of changing the project name and completing the address in the resolution for the gasoline station?,Ano ang magiging epekto ng pagbabago ng pangalan ng proyekto at pagkumpleto ng address sa resolusyon para sa gasolinahan?,"The consequence of changing the project name and completing the address in the resolution ensures that all legal and official documents reflect the accurate name of the entity responsible for the project, ""Mapletree Holdings, Inc."" This change will also ensure that the precise location of the project is correctly documented as No. 93 Timog Avenue corner Scout Ybardolaza Street, Barangay Sacred Heart, District IV, Quezon City.","SP-8988, S-2022",Operative,"[[""SP-8988, S-2022"", ""Introduction"", 0.988273024559021], [""SP-8974, S-2022"", ""Introduction"", 0.9575576782226562], [""SP-8988, S-2022"", ""Operative"", 0.9259456992149353], [""SP-8988, S-2022"", ""Preamble"", 0.9190269708633423], [""SP-8974, S-2022"", ""Operative"", 0.9009947776794434], [""SP-8974, S-2022"", ""Preamble"", 0.726965069770813], [""SP-8986, S-2022"", ""Introduction"", 0.3679470419883728]]","[[""SP-8988, S-2022"", ""Introduction"", 0.9804551005363464], [""SP-8988, S-2022"", ""Preamble"", 0.9421621561050415], [""SP-8974, S-2022"", ""Introduction"", 0.9341692924499512], [""SP-8988, S-2022"", ""Operative"", 0.9234923124313354], [""SP-8974, S-2022"", ""Operative"", 0.8863166570663452], [""SP-8974, S-2022"", ""Preamble"", 0.7532048225402832], [""SP-8986, S-2022"", ""Introduction"", 0.41200342774391174]]","[[""SP-8988, S-2022"", ""Introduction"", 0.9726371169090271], [""SP-8988, S-2022"", ""Preamble"", 0.965297281742096], [""SP-8988, S-2022"", ""Operative"", 0.9210388660430908], [""SP-8974, S-2022"", ""Introduction"", 0.9107808470726013], [""SP-8974, S-2022"", ""Operative"", 0.8716384768486023], [""SP-8974, S-2022"", ""Preamble"", 0.7794445753097534], [""SP-8986, S-2022"", ""Introduction"", 0.45605984330177307]]"
What is the purpose of the Health Facilities Enhancement Program (HFEP) mentioned in the document?,Ano ang layunin ng Health Facilities Enhancement Program (HFEP) na binanggit sa dokumento?,The purpose of the Health Facilities Enhancement Program (HFEP) is to improve the delivery of health services by upgrading health facilities and providing medical equipment to make them more responsive to the health needs of the inhabitants.,"SP-8033, S-2019",Preamble,"[[""SP-8033, S-2019"", ""Preamble"", 1.0], [""SP-2598, S-2017"", ""Preamble"", 0.31168705224990845], [""SP-2541, S-2016"", ""Preamble"", 0.3001251518726349], [""SP-3108, S-2022"", ""Operative"", 0.2684207558631897], [""SP-2445, S-2015"", ""Preamble"", 0.2503035068511963], [""Sp-9056, S-2022"", ""Preamble"", 0.2470742166042328]]","[[""SP-8033, S-2019"", ""Preamble"", 1.0], [""SP-2445, S-2015"", ""Preamble"", 0.36670565605163574], [""SP-2598, S-2017"", ""Preamble"", 0.33815625309944153], [""SP-2541, S-2016"", ""Preamble"", 0.32015883922576904], [""Sp-9056, S-2022"", ""Preamble"", 0.27657976746559143], [""SP-2445, S-2015"", ""Operative"", 0.2575203776359558]]","[[""SP-8033, S-2019"", ""Preamble"", 1.0], [""SP-2445, S-2015"", ""Preamble"", 0.4831078052520752], [""SP-2598, S-2017"", ""Preamble"", 0.3646254539489746], [""SP-2541, S-2016"", ""Preamble"", 0.3401925563812256], [""SP-2445, S-2015"", ""Introduction"", 0.3357711434364319], [""SP-2445, S-2015"", ""Operative"", 0.3209066092967987]]"
What are the benefits of granting a longevity pay to non-teaching personnel in Quezon City?,Ano ang mga benepisyo ng pagbibigay ng longevity pay sa mga hindi nagtuturo na tauhan sa Lungsod ng Quezon?,Granting longevity pay to non-teaching personnel in Quezon City is intended to improve their living conditions and increase their efficiency and effectiveness as public officials. It is a financial assistance that acknowledges their continuous service and contributes to their welfare.,"SP-2831, S-2019",Preamble,"[[""SP-2831, S-2019"", ""Operative"", 1.0], [""SP-2831, S-2019"", ""Introduction"", 0.756091833114624], [""SP-2831, S-2019"", ""Preamble"", 0.6371777653694153], [""SP-3025, S-2021"", ""Operative"", 0.5787209868431091], [""SP-3026, S-2021"", ""Operative"", 0.5403512716293335], [""SP-3025, S-2021"", ""Preamble"", 0.3146594762802124], [""SP-2917, S-2020"", ""Operative"", 0.3063387870788574]]","[[""SP-2831, S-2019"", ""Operative"", 1.0], [""SP-2831, S-2019"", ""Introduction"", 0.782766580581665], [""SP-2831, S-2019"", ""Preamble"", 0.5407353639602661], [""SP-3025, S-2021"", ""Operative"", 0.5308396816253662], [""SP-3026, S-2021"", ""Operative"", 0.4935259521007538], [""SP-2544, S-2016"", ""Preamble"", 0.31194645166397095], [""SP-2917, S-2020"", ""Operative"", 0.3086149990558624]]","[[""SP-2831, S-2019"", ""Operative"", 1.0], [""SP-2831, S-2019"", ""Introduction"", 0.8094414472579956], [""SP-3025, S-2021"", ""Operative"", 0.48295846581459045], [""SP-3026, S-2021"", ""Operative"", 0.4467006325721741], [""SP-2831, S-2019"", ""Preamble"", 0.44429290294647217], [""SP-2544, S-2016"", ""Preamble"", 0.4047425389289856], [""SP-1986, S-2009"", ""Operative"", 0.3951541483402252]]"
What are the implications of institutionalizing the Q City Bus Program as part of the Quezon City Government's transportation system?,Ano ang mga implikasyon ng pag-iinstitusyunalisasyon ng Q City Bus Program bilang bahagi ng sistema ng transportasyon ng Pamahalaang Lungsod ng Quezon City?,"Institutionalizing the Q City Bus Program ensures its sustainability and continued operation as part of the city's managed public transportation services. It means that the program will be officially recognized and funded through the city's budget, aiming to provide safe, convenient, and reliable transportation for residents and individuals working or studying in Quezon City. This institutionalization signifies a commitment to maintaining and potentially expanding the program, prioritizing environmental sustainability, good governance, and accountability.","SP-3184, S-2023",Operative,"[[""SP-3184, S-2023"", ""Operative"", 0.9908521771430969], [""SP-3184, S-2023"", ""Preamble"", 0.9147472381591797], [""SP-3184, S-2023"", ""Introduction"", 0.45870262384414673], [""SP-3174, S-2023"", ""Operative"", 0.20222586393356323], [""SP-2834, S-2019"", ""Operative"", 0.15663066506385803], [""SP-2834, S-2019"", ""Operative"", 0.15462566912174225]]","[[""SP-3184, S-2023"", ""Operative"", 0.9847536087036133], [""SP-3184, S-2023"", ""Preamble"", 0.9391051530838013], [""SP-3184, S-2023"", ""Introduction"", 0.5555459856987], [""SP-3174, S-2023"", ""Operative"", 0.23733675479888916], [""SP-8972, S-2022"", ""Operative"", 0.19167280197143555], [""SP-8972, S-2022"", ""Introduction"", 0.1680741310119629]]","[[""SP-3184, S-2023"", ""Operative"", 0.9786550402641296], [""SP-3184, S-2023"", ""Preamble"", 0.9634630680084229], [""SP-3184, S-2023"", ""Introduction"", 0.652389407157898], [""SP-3174, S-2023"", ""Operative"", 0.2724476456642151], [""SP-8972, S-2022"", ""Operative"", 0.24554522335529327], [""SP-3083, S-2021"", ""Operative"", 0.22997215390205383]]"
