Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What requirements must large gambling establishments in Quezon City fulfill to obtain a fixed term special permit?,Ano ang mga kinakailangan na dapat tuparin ng malalaking establisimyento ng pagsusugal sa Quezon City upang makakuha ng fixed term special permit?,"Large gambling establishments with a paid-up capitalization of at least One Billion Pesos and a license from the Philippine Amusement and Gaming Corporation (PAGCOR) are automatically entitled to a fixed term special permit coterminous with their PAGCOR license. However, they are required to secure a Letter of No Objection from the Office of the City Mayor, a function delegated to the Chief of the Business Permits and Licensing Department (BPLD).","SP-2860, S-2019",Operative,"[[""SP-2860, S-2019"", ""Operative"", 1.0], [""SP-2641, S-2017"", ""Operative"", 0.5575869679450989], [""SP-2860, S-2019"", ""Preamble"", 0.3008553087711334], [""SP-8973, S-2022"", ""Operative"", 0.2932093143463135], [""SP-2641, S-2017"", ""Preamble"", 0.27206581830978394], [""SP-8986, S-2022"", ""Preamble"", 0.2599930167198181]]","[[""SP-2860, S-2019"", ""Operative"", 0.5638512372970581], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2641, S-2017"", ""Preamble"", 0.39603421092033386], [""SP-2069, S-2011"", ""Uncategorized"", 0.33941468596458435], [""SP-2445, S-2015"", ""Preamble"", 0.3122789263725281], [""SP-8999, S-2022"", ""Introduction"", 0.3094674348831177], [""SP-3025, S-2021"", ""Preamble"", 0.283678263425827]]","[[""SP-2860, S-2019"", ""Operative"", 0.9759078025817871], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.49236202239990234], [""SP-3011, S-2021"", ""Operative"", 0.4179095923900604], [""SP-8984, S-2022"", ""Operative"", 0.4119231700897217], [""SP-3099, S-2022"", ""Operative"", 0.3559345006942749], [""SP-8975, S-2022"", ""Operative"", 0.35320982336997986]]"
What roles do the Office of the City Mayor and the Schools Division Office of Quezon City play in the conservation of Gabaldon Hall?,Ano ang mga tungkulin ng Tanggapan ng Alkalde ng Lungsod at ng Tanggapan ng Dibisyon ng mga Paaralan ng Lungsod ng Quezon sa pangangalaga ng Gabaldon Hall?,"The Office of the City Mayor and the Schools Division Office of Quezon City are responsible for implementing a program for the conservation of the Gabaldon Hall. They are required to consult with the Department of Education, National Commission for Culture and the Arts, and the National Historical Commission of the Philippines to ensure proper conservation efforts are undertaken.","SP-3152, S-2022",Operative,"[[""SP-3152, S-2022"", ""Operative"", 1.0], [""SP-3157, S-2022"", ""Operative"", 0.4053722023963928], [""SP-3152, S-2022"", ""Preamble"", 0.3782343864440918], [""SP-3152, S-2022"", ""Introduction"", 0.3671254515647888], [""SP-3157, S-2022"", ""Operative"", 0.32908183336257935], [""SP-9007, S-2022"", ""Operative"", 0.307567834854126], [""SP-3157, S-2022"", ""Preamble"", 0.2669926881790161]]","[[""SP-3152, S-2022"", ""Preamble"", 0.5617636442184448], [""SP-3152, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3152, S-2022"", ""Introduction"", 0.3579813241958618], [""SP-0944, S-2000"", ""Operative"", 0.337980180978775], [""SP-2069, S-2011"", ""Uncategorized"", 0.3258637487888336], [""SP-8999, S-2022"", ""Introduction"", 0.26086387038230896]]","[[""SP-3152, S-2022"", ""Operative"", 0.6511885523796082], [""SP-3152, S-2022"", ""Preamble"", 0.547476589679718], [""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3152, S-2022"", ""Introduction"", 0.4826805591583252], [""SP-3099, S-2022"", ""Operative"", 0.4809893071651459], [""SP-3165 S-2022"", ""Introduction"", 0.42447128891944885]]"
What benefit does the Office of Councilor Eric Z. Medina receive from the transfer of vehicle ownership without cost?,Anong benepisyo ang makukuha ng Tanggapan ni Konsehal Eric Z. Medina mula sa paglilipat ng pagmamay-ari ng sasakyan na walang bayad?,"The Office of Councilor Eric Z. Medina benefits by receiving a service and monitoring vehicle, which facilitates the implementation and monitoring of various programs and projects within their district. The office can move personnel more quickly and efficiently deliver public services, while saving funds that would otherwise be spent on annual insurance coverage and renewal registration.","SP-8996, S-2022",Preamble,"[[""SP-8995, S-2022"", ""Preamble"", 0.8399218320846558], [""SP-8996, S-2022"", ""Preamble"", 0.7926231622695923], [""SP-8996, S-2022"", ""Operative"", 0.7544190883636475], [""SP-8996, S-2022"", ""Introduction"", 0.7499345541000366], [""SP-8995, S-2022"", ""Introduction"", 0.7473266124725342], [""SP-8995, S-2022"", ""Operative"", 0.6985383033752441], [""SP-8992, S-2022"", ""Operative"", 0.48307710886001587]]","[[""SP-8995, S-2022"", ""Preamble"", 0.8407540917396545], [""SP-8995, S-2022"", ""Introduction"", 0.8003509044647217], [""SP-8996, S-2022"", ""Preamble"", 0.7804844379425049], [""SP-8996, S-2022"", ""Introduction"", 0.7491240501403809], [""SP-8996, S-2022"", ""Operative"", 0.5], [""SP-8995, S-2022"", ""Operative"", 0.45180052518844604], [""SP-8990, S-2022"", ""Introduction"", 0.3603505492210388]]","[[""SP-8995, S-2022"", ""Preamble"", 0.624543309211731], [""SP-8996, S-2022"", ""Preamble"", 0.6181925535202026], [""SP-8995, S-2022"", ""Introduction"", 0.5965864658355713], [""SP-3099, S-2022"", ""Operative"", 0.5], [""SP-8996, S-2022"", ""Introduction"", 0.4542936086654663], [""SP-8971, S-2022"", ""Preamble"", 0.415696382522583], [""SP-3114, S-2022"", ""Operative"", 0.38332101702690125]]"
What is the consequence of changing the project name and completing the address in the resolution for the gasoline station?,Ano ang magiging epekto ng pagbabago ng pangalan ng proyekto at pagkumpleto ng address sa resolusyon para sa gasolinahan?,"The consequence of changing the project name and completing the address in the resolution ensures that all legal and official documents reflect the accurate name of the entity responsible for the project, ""Mapletree Holdings, Inc."" This change will also ensure that the precise location of the project is correctly documented as No. 93 Timog Avenue corner Scout Ybardolaza Street, Barangay Sacred Heart, District IV, Quezon City.","SP-8988, S-2022",Operative,"[[""SP-8988, S-2022"", ""Introduction"", 0.9791817665100098], [""SP-8988, S-2022"", ""Preamble"", 0.9689908027648926], [""SP-8974, S-2022"", ""Introduction"", 0.9435238838195801], [""SP-8988, S-2022"", ""Operative"", 0.8949786424636841], [""SP-8974, S-2022"", ""Operative"", 0.8644226789474487], [""SP-8974, S-2022"", ""Preamble"", 0.861833930015564], [""SP-8975, S-2022"", ""Introduction"", 0.33617913722991943]]","[[""SP-3163, S-2022"", ""Preamble"", 0.5542117357254028], [""SP-8988, S-2022"", ""Preamble"", 0.5137363076210022], [""SP-8988, S-2022"", ""Introduction"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.4976227581501007], [""SP-8974, S-2022"", ""Introduction"", 0.4963245391845703], [""SP-3166 S-2022"", ""Preamble"", 0.4780351221561432]]","[[""SP-8988, S-2022"", ""Introduction"", 0.5425471663475037], [""SP-8988, S-2022"", ""Preamble"", 0.5016466975212097], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3099, S-2022"", ""Operative"", 0.49039340019226074], [""SP-8974, S-2022"", ""Introduction"", 0.4571493864059448], [""SP-8971, S-2022"", ""Preamble"", 0.4515116214752197], [""SP-3011, S-2021"", ""Operative"", 0.39157193899154663]]"
What is the purpose of the Health Facilities Enhancement Program (HFEP) mentioned in the document?,Ano ang layunin ng Health Facilities Enhancement Program (HFEP) na binanggit sa dokumento?,The purpose of the Health Facilities Enhancement Program (HFEP) is to improve the delivery of health services by upgrading health facilities and providing medical equipment to make them more responsive to the health needs of the inhabitants.,"SP-8033, S-2019",Preamble,"[[""SP-8033, S-2019"", ""Preamble"", 1.0], [""SP-2445, S-2015"", ""Preamble"", 0.42928382754325867], [""SP-2541, S-2016"", ""Preamble"", 0.3389596939086914], [""SP-2598, S-2017"", ""Preamble"", 0.33771777153015137], [""Sp-9056, S-2022"", ""Preamble"", 0.256401002407074], [""SP-2445, S-2015"", ""Operative"", 0.24782666563987732]]","[[""SP-2445, S-2015"", ""Preamble"", 0.5385493040084839], [""SP-8033, S-2019"", ""Preamble"", 0.5324208736419678], [""SP-8990, S-2022"", ""Introduction"", 0.42661821842193604], [""SP-3163, S-2022"", ""Preamble"", 0.3789001703262329], [""SP-3166 S-2022"", ""Preamble"", 0.34194546937942505], [""SP-1189, S-2002"", ""Introduction"", 0.3183248043060303], [""SP-3018, S-2021"", ""Uncategorized"", 0.2886470556259155]]","[[""SP-8033, S-2019"", ""Preamble"", 0.8696086406707764], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3108, S-2022"", ""Operative"", 0.36888250708580017], [""Sp-9056, S-2022"", ""Preamble"", 0.36305633187294006], [""SP-8971, S-2022"", ""Preamble"", 0.3302590548992157], [""SP-3108, S-2022"", ""Introduction"", 0.28927353024482727], [""SP-2503, S-2016"", ""Preamble"", 0.27764979004859924]]"
What are the benefits of granting a longevity pay to non-teaching personnel in Quezon City?,Ano ang mga benepisyo ng pagbibigay ng longevity pay sa mga hindi nagtuturo na tauhan sa Lungsod ng Quezon?,Granting longevity pay to non-teaching personnel in Quezon City is intended to improve their living conditions and increase their efficiency and effectiveness as public officials. It is a financial assistance that acknowledges their continuous service and contributes to their welfare.,"SP-2831, S-2019",Preamble,"[[""SP-2831, S-2019"", ""Operative"", 1.0], [""SP-2831, S-2019"", ""Introduction"", 0.7440682053565979], [""SP-2831, S-2019"", ""Preamble"", 0.5061734914779663], [""SP-3025, S-2021"", ""Operative"", 0.49484458565711975], [""SP-3026, S-2021"", ""Operative"", 0.45042696595191956], [""SP-2544, S-2016"", ""Preamble"", 0.3111889660358429], [""SP-2917, S-2020"", ""Operative"", 0.3067063093185425]]","[[""SP-2831, S-2019"", ""Introduction"", 0.7519044876098633], [""SP-3025, S-2021"", ""Preamble"", 0.6020168662071228], [""SP-2831, S-2019"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2445, S-2015"", ""Preamble"", 0.49659213423728943], [""SP-0944, S-2000"", ""Operative"", 0.42598164081573486], [""SP-2831, S-2019"", ""Preamble"", 0.3714568614959717]]","[[""SP-2831, S-2019"", ""Preamble"", 0.5323542952537537], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3114, S-2022"", ""Operative"", 0.474286288022995], [""SP-8971, S-2022"", ""Preamble"", 0.4301779866218567], [""SP-2831, S-2019"", ""Operative"", 0.3950982093811035], [""SP-3114, S-2022"", ""Operative"", 0.37126728892326355]]"
What are the implications of institutionalizing the Q City Bus Program as part of the Quezon City Government's transportation system?,Ano ang mga implikasyon ng pag-iinstitusyunalisasyon ng Q City Bus Program bilang bahagi ng sistema ng transportasyon ng Pamahalaang Lungsod ng Quezon City?,"Institutionalizing the Q City Bus Program ensures its sustainability and continued operation as part of the city's managed public transportation services. It means that the program will be officially recognized and funded through the city's budget, aiming to provide safe, convenient, and reliable transportation for residents and individuals working or studying in Quezon City. This institutionalization signifies a commitment to maintaining and potentially expanding the program, prioritizing environmental sustainability, good governance, and accountability.","SP-3184, S-2023",Operative,"[[""SP-3184, S-2023"", ""Preamble"", 0.9391801953315735], [""SP-3184, S-2023"", ""Operative"", 0.9303075075149536], [""SP-3184, S-2023"", ""Introduction"", 0.5501970648765564], [""SP-3174, S-2023"", ""Operative"", 0.22450591623783112], [""SP-8972, S-2022"", ""Operative"", 0.17287427186965942], [""SP-3165 S-2022"", ""Preamble"", 0.14240838587284088]]","[[""SP-3184, S-2023"", ""Preamble"", 0.9394323229789734], [""SP-3184, S-2023"", ""Introduction"", 0.6458175182342529], [""SP-3184, S-2023"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4771120250225067], [""SP-0944, S-2000"", ""Operative"", 0.35707080364227295], [""SP-2445, S-2015"", ""Preamble"", 0.3520503044128418]]","[[""SP-3184, S-2023"", ""Preamble"", 0.6580529808998108], [""SP-3184, S-2023"", ""Introduction"", 0.5824576020240784], [""SP-3184, S-2023"", ""Operative"", 0.5686670541763306], [""SP-3099, S-2022"", ""Operative"", 0.5], [""SP-3011, S-2021"", ""Operative"", 0.4680444002151489], [""SP-3114, S-2022"", ""Operative"", 0.35384881496429443]]"
"What challenges does the Quezon City Mayor face as she starts her renewed term, and what support does the City Council provide to help address these challenges?","Anong mga hamon ang kinakaharap ng Mayor ng Quezon City sa pagsisimula ng kanyang muling termino, at ano ang suporta na ibinibigay ng Konseho ng Lungsod upang matugunan ang mga ito?","As the Quezon City Mayor begins her renewed term, she faces challenges such as increasing COVID-19 cases, worsening inflation due to high fuel prices, transitions in national government power, and global geopolitical uncertainty. To help address these challenges, the City Council expresses its support for the Mayor, acknowledging her previous leadership through the COVID-19 pandemic and reinforcing her efforts to steer the city towards prosperity and progress amidst current turmoil.","SP-9010, S-2022",Preamble,"[[""SP-9006, S-2022"", ""Preamble"", 0.8656335473060608], [""SP-9004, S-2022"", ""Operative"", 0.811007022857666], [""SP-9010, S-2022"", ""Preamble"", 0.6609533429145813], [""SP-9004, S-2022"", ""Introduction"", 0.6307581663131714], [""SP-9010, S-2022"", ""Operative"", 0.6025558710098267], [""SP-9010, S-2022"", ""Introduction"", 0.4764534533023834], [""SP-3041, S-2021"", ""Preamble"", 0.4077233672142029]]","[[""SP-9010, S-2022"", ""Preamble"", 0.6068346500396729], [""SP-9006, S-2022"", ""Preamble"", 0.6063482761383057], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.4854365587234497], [""SP-2445, S-2015"", ""Preamble"", 0.47005870938301086], [""SP-3107, S-2022"", ""Preamble"", 0.4336918890476227], [""SP-8306, S-2020"", ""Preamble"", 0.43015623092651367]]","[[""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.4447239339351654], [""SP-9010, S-2022"", ""Operative"", 0.4302447438240051], [""SP-9006, S-2022"", ""Operative"", 0.42109984159469604], [""SP-8962, S-2022"", ""Operative"", 0.40328913927078247], [""SP-3099, S-2022"", ""Operative"", 0.39682188630104065]]"
What are the potential penalties for street vendors who are found vending without a hawker's permit in Quezon City?,Ano ang posibleng parusa para sa mga nagtitinda sa kalsada na hindi rehistrado o walang hawker's permit sa Lungsod Quezon?,"Street vendors found vending without a hawker's permit in no vending zone areas will face penalties: a fine of Three Hundred Pesos (Php300.00) for the first offense, a fine of Five Hundred Pesos (Php500.00) for the second offense, and a fine of One Thousand Pesos (Php1,000.00) and/or imprisonment of not more than thirty (30) days for the third offense, or both at the discretion of the court.","SP-3116, S-2022",Operative,"[[""SP-3116, S-2022"", ""Operative"", 0.6980590224266052], [""SP-2804, S-2018"", ""Operative"", 0.5215807557106018], [""SP-1189, S-2002"", ""Operative"", 0.4305212199687958], [""SP-3165 S-2022"", ""Operative"", 0.42352691292762756], [""SP-3185, S-2023"", ""Operative"", 0.3829503357410431], [""SP-3084, S-2021"", ""Preamble"", 0.3651399612426758]]","[[""SP-3116, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3165 S-2022"", ""Operative"", 0.34721094369888306], [""SP-2069, S-2011"", ""Uncategorized"", 0.29040926694869995], [""SP-8999, S-2022"", ""Introduction"", 0.28530144691467285], [""SP-0944, S-2000"", ""Operative"", 0.27563774585723877], [""SP-2445, S-2015"", ""Preamble"", 0.2712908983230591]]","[[""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.3956180512905121], [""SP-0944, S-2000"", ""Operative"", 0.32835260033607483], [""SP-8993, S-2022"", ""Operative"", 0.29457470774650574], [""SP-8993, S-2022"", ""Introduction"", 0.2582489550113678], [""SP-8975, S-2022"", ""Operative"", 0.20497187972068787]]"
"What are the penalties for establishments in Quezon City that fail to designate courtesy seats for persons with disabilities, pregnant women, and senior citizens?","Ano ang mga parusa para sa mga establisyemento sa Lungsod Quezon na hindi magtatalaga ng mga courtesy seat para sa mga taong may kapansanan, buntis na kababaihan, at mga nakatatanda?","The penalties for establishments that fail to designate courtesy seats are as follows: for the first offense, a notice of violation or warning; for the second offense, a fine of Five Thousand Pesos (P5,000.00) and/or suspension of the business permit for six months; for the third offense, a fine of Five Thousand Pesos (P5,000.00) and/or revocation of the business permit. Government institutions within Quezon City will receive a notice or warning from relevant offices if they fail to designate courtesy seats.","SP-2804, S-2018",Operative,"[[""SP-2804, S-2018"", ""Operative"", 0.7660701274871826], [""SP-2804, S-2018"", ""Introduction"", 0.4961962103843689], [""SP-2804, S-2018"", ""Preamble"", 0.3584228754043579], [""SP-3234, S-2023"", ""Introduction"", 0.21955521404743195], [""SP-2503, S-2016"", ""Operative"", 0.1862180083990097], [""SP-3234, S-2023"", ""Operative"", 0.16928181052207947]]","[[""SP-2804, S-2018"", ""Introduction"", 0.6701403260231018], [""SP-2804, S-2018"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.42022815346717834], [""SP-2804, S-2018"", ""Preamble"", 0.357028603553772], [""SP-2414, S-2015"", ""Introduction"", 0.31740155816078186], [""SP-2414, S-2015"", ""Preamble"", 0.26944422721862793]]","[[""SP-2804, S-2018"", ""Operative"", 0.7430076599121094], [""SP-2804, S-2018"", ""Introduction"", 0.5001020431518555], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3114, S-2022"", ""Operative"", 0.3747004270553589], [""SP-3114, S-2022"", ""Operative"", 0.36940982937812805], [""SP-8971, S-2022"", ""Preamble"", 0.302744060754776]]"
