Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What is the significance of the City Council extending congratulations to a citizen for their academic achievements?,Ano ang kahalagahan ng pagbati ng Konseho ng Lungsod sa isang mamamayan para sa kanilang tagumpay sa akademya?,"The City Council's congratulations serve to formally recognize and celebrate the individual's outstanding academic achievement, which brings pride to the community. It also serves as an inspiration for young people, encouraging them to pursue excellence and diligence in their studies.","SP-9008, S-2022",Operative,"[[""SP-3129, S-2022"", ""Operative"", 1.0], [""SP-9007, S-2022"", ""Operative"", 0.6561933755874634], [""SP-9008, S-2022"", ""Operative"", 0.5659511685371399], [""SP-9008, S-2022"", ""Introduction"", 0.5231050848960876], [""SP-9005, S-2022"", ""Operative"", 0.49673330783843994], [""SP-3129, S-2022"", ""Preamble"", 0.44750383496284485], [""SP-9012, S-2022"", ""Operative"", 0.4169839322566986]]","[[""SP-3129, S-2022"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.4209255874156952], [""SP-2834, S-2019"", ""Preamble"", 0.3796941041946411], [""SP-0944, S-2000"", ""Operative"", 0.34626004099845886], [""SP-3165 S-2022"", ""Introduction"", 0.34139707684516907], [""SP-1986, S-2009"", ""Introduction"", 0.32960397005081177]]","[[""SP-9008, S-2022"", ""Operative"", 0.6480939388275146], [""SP-3129, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4659905731678009], [""SP-8990, S-2022"", ""Introduction"", 0.41278696060180664], [""SP-9008, S-2022"", ""Introduction"", 0.4111189842224121], [""SP-8964, S-2022"", ""Signature"", 0.35495609045028687], [""SP-8993, S-2022"", ""Signature"", 0.3474220633506775]]"
What is the significance of allocating at least Twelve Million Pesos for the pneumococcal vaccination program for senior citizens in Quezon City?,Ano ang kahalagahan ng paglaan ng hindi bababa sa Labindalawang Milyong Piso para sa programang pagbabakuna ng mga senior citizen laban sa pneumococcal sa Lungsod Quezon?,"The allocation of at least Twelve Million Pesos for the pneumococcal vaccination program ensures that there are sufficient funds to purchase and provide 23-valent Polysaccharide vaccines to senior citizens across the six districts of Quezon City. This budget is designed to address the needs of senior citizens who have not yet been vaccinated, helping to improve their health and prevent diseases, and can be adjusted in the future based on the number of registered senior citizens requiring vaccination.","SP-2699, S-2018",Operative,"[[""SP-2699, S-2018"", ""Preamble"", 1.0], [""SP-2699, S-2018"", ""Operative"", 0.7273541688919067], [""SP-2760, S-2018"", ""Operative"", 0.49564170837402344], [""SP-2699, S-2018"", ""Introduction"", 0.46659547090530396], [""SP-2760, S-2018"", ""Preamble"", 0.40763479471206665], [""SP-3048, S-2021"", ""Operative"", 0.3484727740287781]]","[[""SP-2699, S-2018"", ""Preamble"", 0.9458171129226685], [""SP-2699, S-2018"", ""Introduction"", 0.6028133034706116], [""SP-9049, S-2022"", ""Preamble"", 0.48945146799087524], [""SP-3025, S-2021"", ""Preamble"", 0.44975823163986206], [""SP-2598, S-2017"", ""Preamble"", 0.42972785234451294], [""SP-2699, S-2018"", ""Operative"", 0.42785030603408813], [""SP-2445, S-2015"", ""Preamble"", 0.40542587637901306]]","[[""SP-2699, S-2018"", ""Preamble"", 0.9991704821586609], [""SP-2699, S-2018"", ""Operative"", 0.7458351850509644], [""SP-2699, S-2018"", ""Introduction"", 0.5966513752937317], [""SP-2760, S-2018"", ""Operative"", 0.4237281084060669], [""SP-8962, S-2022"", ""Operative"", 0.36644446849823], [""SP-2760, S-2018"", ""Introduction"", 0.35118356347084045]]"
What are the expected benefits and developments that the community anticipates from the construction of the Caltex Gasoline Refilling Station?,Ano ang mga inaasahang benepisyo at pag-unlad na inaasahan ng komunidad mula sa pagtatayo ng Caltex Gasoline Refilling Station?,"The community anticipates benefits and development from the construction of the Caltex Gasoline Refilling Station, which is why the Sangguniang Barangay of Balingasa did not object to the proposed project.","SP-8984, S-2022",Preamble,"[[""SP-8984, S-2022"", ""Operative"", 1.0], [""SP-8984, S-2022"", ""Preamble"", 0.8080495595932007], [""SP-8988, S-2022"", ""Introduction"", 0.7748475670814514], [""SP-8988, S-2022"", ""Operative"", 0.7621368765830994], [""SP-8974, S-2022"", ""Introduction"", 0.7512932419776917], [""SP-8974, S-2022"", ""Operative"", 0.7335166931152344], [""SP-8984, S-2022"", ""Introduction"", 0.686721682548523]]","[[""SP-8984, S-2022"", ""Operative"", 0.6056289076805115], [""SP-2445, S-2015"", ""Preamble"", 0.5], [""SP-8984, S-2022"", ""Preamble"", 0.4988744854927063], [""SP-3166 S-2022"", ""Preamble"", 0.4828811287879944], [""SP-8990, S-2022"", ""Introduction"", 0.4586928188800812], [""SP-8988, S-2022"", ""Introduction"", 0.4310203790664673], [""SP-8974, S-2022"", ""Introduction"", 0.4275636076927185]]","[[""SP-8984, S-2022"", ""Operative"", 1.0], [""SP-8988, S-2022"", ""Introduction"", 0.6945672035217285], [""SP-8984, S-2022"", ""Preamble"", 0.6892776489257812], [""SP-8974, S-2022"", ""Introduction"", 0.6697525978088379], [""SP-8974, S-2022"", ""Operative"", 0.6371666193008423], [""SP-8988, S-2022"", ""Operative"", 0.6272978186607361], [""SP-8975, S-2022"", ""Operative"", 0.6019526124000549]]"
"What conditions could lead to the annulment of the Special Use Permit issued to Victory Liner, Inc. for their bus terminal?","Anong mga kondisyon ang maaaring magresulta sa pag-alis ng Special Use Permit na inisyu sa Victory Liner, Inc. para sa kanilang bus terminal?","The Special Use Permit (SUP) for Victory Liner, Inc.'s bus terminal could be annulled if the Land Transportation Franchising and Regulatory Board (LTFRB) revokes its franchise, or if there is a violation of applicable special laws, rules, and regulations.","SP-8985, S-2022",Operative,"[[""SP-8985, S-2022"", ""Introduction"", 0.979649543762207], [""SP-8985, S-2022"", ""Operative"", 0.9329206347465515], [""SP-8985, S-2022"", ""Preamble"", 0.8817171454429626], [""SP-8990, S-2022"", ""Operative"", 0.6942538022994995], [""SP-8990, S-2022"", ""Preamble"", 0.6578959226608276], [""SP-8972, S-2022"", ""Introduction"", 0.4422183930873871], [""SP-8972, S-2022"", ""Operative"", 0.3840569257736206]]","[[""SP-8985, S-2022"", ""Preamble"", 0.66739422082901], [""SP-8985, S-2022"", ""Introduction"", 0.660325288772583], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.43818458914756775], [""SP-8985, S-2022"", ""Operative"", 0.43296486139297485], [""SP-8990, S-2022"", ""Preamble"", 0.4020305573940277], [""SP-3163, S-2022"", ""Preamble"", 0.3941299617290497]]","[[""SP-8985, S-2022"", ""Introduction"", 1.0], [""SP-8985, S-2022"", ""Operative"", 0.8395529985427856], [""SP-8985, S-2022"", ""Preamble"", 0.7350627183914185], [""SP-8990, S-2022"", ""Operative"", 0.5548580884933472], [""SP-8990, S-2022"", ""Preamble"", 0.394100546836853], [""SP-8972, S-2022"", ""Introduction"", 0.3840686082839966], [""SP-8972, S-2022"", ""Operative"", 0.29711323976516724]]"
What is the purpose of creating a Gender and Development (GAD) Council Office in Quezon City?,Ano ang layunin ng pagbuo ng Gender and Development (GAD) Council Office sa Lungsod Quezon?,"The purpose of creating a GAD Council Office in Quezon City is to monitor and implement gender and development plans, programs, and activities from the barangay to the city level. It aims to promote women's empowerment and gender equality, ensure the compliance of the city government with relevant legal frameworks, and provide secretariat support to ensure gender-responsive governance. The office also develops and implements capacity-building activities, establishes gender-responsive knowledge centers, and produces reports on gender issues for submission to relevant agencies.","SP-3157, S-2022",Operative,"[[""SP-3157, S-2022"", ""Operative"", 0.9737986922264099], [""SP-3157, S-2022"", ""Preamble"", 0.9052721858024597]]","[[""SP-3157, S-2022"", ""Preamble"", 0.8475570678710938], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3157, S-2022"", ""Operative"", 0.4853185713291168], [""SP-0944, S-2000"", ""Operative"", 0.40618035197257996]]","[[""SP-3157, S-2022"", ""Preamble"", 0.9360294342041016], [""SP-3157, S-2022"", ""Operative"", 0.7554720640182495], [""SP-3157, S-2022"", ""Operative"", 0.5489264130592346], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3157, S-2022"", ""Operative"", 0.41557928919792175]]"
What role does the City Council play in the appointment of department heads by the City Mayor according to the Local Government Code?,Ano ang papel ng Konseho ng Lungsod sa pagtatalaga ng mga pinuno ng departamento ng Alkalde ng Lungsod ayon sa Local Government Code?,"The City Council must concur with the appointments of department and office heads made by the City Mayor, ensuring that such appointments meet the procedural and substantive requirements set forth by the Civil Service Rules and Regulations.","SP-8989, S-2022",Preamble,"[[""SP-8989, S-2022"", ""Preamble"", 1.0], [""SP-8989, S-2022"", ""Operative"", 0.373052179813385], [""SP-3163, S-2022"", ""Signature"", 0.278271347284317], [""SP-7924, S-2019"", ""Preamble"", 0.2617510259151459], [""SP-3174, S-2023"", ""Preamble"", 0.2592805325984955], [""SP-3336, S-2024"", ""Signature"", 0.23828984797000885], [""SP-3184, S-2023"", ""Signature"", 0.2240334451198578]]","[[""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8989, S-2022"", ""Preamble"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.3446618318557739], [""SP-8989, S-2022"", ""Operative"", 0.29363834857940674], [""SP-7924, S-2019"", ""Preamble"", 0.26219624280929565], [""SP-3174, S-2023"", ""Preamble"", 0.2594098746776581], [""SP-3161, S-2022"", ""Signature"", 0.2550300657749176]]","[[""SP-8989, S-2022"", ""Operative"", 0.605401337146759], [""SP-8633, S-2021"", ""Preamble"", 0.5098406672477722], [""SP-0976, S-2000"", ""Signature"", 0.5], [""SP-8989, S-2022"", ""Preamble"", 0.5], [""SP-9044, S-2022"", ""Preamble"", 0.49196526408195496], [""SP-0944, S-2000"", ""Operative"", 0.4239216148853302], [""SP-8990, S-2022"", ""Introduction"", 0.4146385192871094]]"
What are the benefits for existing buildings that comply with the ordinance by dedicating rooftop space for vegetation?,Ano ang mga benepisyo para sa mga kasalukuyang gusali na sumusunod sa ordinansa sa pamamagitan ng paglaan ng espasyo sa bubong para sa mga halaman?,Existing buildings that devote at least thirty percent of their roof areas for plants and trees are entitled to a discount on the real property tax equivalent to the assessed value of the floor area dedicated to plants and trees. This discount is available for ten years starting from the completion of the improvement.,"SP-1940, S-2009",Operative,"[[""SP-1940, S-2009"", ""Operative"", 0.9845010042190552], [""SP-1940, S-2009"", ""Preamble"", 0.5799221992492676], [""SP-1917, S-2009"", ""Operative"", 0.5728079080581665], [""SP-3044, S-2021"", ""Operative"", 0.5081890225410461], [""SP-1940, S-2009"", ""Introduction"", 0.5]]","[[""SP-1940, S-2009"", ""Introduction"", 0.5], [""SP-1940, S-2009"", ""Operative"", 0.5], [""SP-3044, S-2021"", ""Operative"", 0.42806726694107056], [""SP-1917, S-2009"", ""Introduction"", 0.42545613646507263], [""SP-3166 S-2022"", ""Preamble"", 0.40982019901275635], [""SP-1917, S-2009"", ""Operative"", 0.4020756185054779], [""SP-1940, S-2009"", ""Preamble"", 0.39939388632774353]]","[[""SP-1940, S-2009"", ""Operative"", 0.8065589666366577], [""SP-1940, S-2009"", ""Introduction"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.40873923897743225], [""SP-2904, S-2020"", ""Preamble"", 0.34597790241241455], [""SP-1917, S-2009"", ""Operative"", 0.3436259627342224], [""SP-1917, S-2009"", ""Operative"", 0.3010235130786896]]"
What is the purpose of the resolution encouraging parents in Quezon City to vaccinate their children against COVID-19 before the resumption of face-to-face classes?,Ano ang layunin ng resolusyon na hikayatin ang mga magulang sa Lungsod Quezon na pabakunahan ang kanilang mga anak laban sa COVID-19 bago ang pagbabalik ng face-to-face classes?,"The resolution aims to encourage parents to vaccinate their children against COVID-19 to ensure their safety and health protection during the return to face-to-face classes in both public and private schools. This is also part of the effort to prevent the spread of the disease, thus contributing to the overall public health welfare.","SP-9049, S-2022",Operative,"[[""SP-9049, S-2022"", ""Operative"", 1.0], [""SP-9049, S-2022"", ""Preamble"", 0.7877563238143921], [""SP-9049, S-2022"", ""Introduction"", 0.7847836017608643], [""Sp-9037, S-2022"", ""Preamble"", 0.5854067802429199], [""SP-3076, S-2021"", ""Preamble"", 0.4359157085418701], [""SP-3119, S-2022"", ""Preamble"", 0.4189489483833313]]","[[""SP-9049, S-2022"", ""Operative"", 0.8062855005264282], [""SP-9049, S-2022"", ""Preamble"", 0.7891769409179688], [""SP-9049, S-2022"", ""Introduction"", 0.760529637336731], [""SP-3025, S-2021"", ""Preamble"", 0.6958708763122559], [""Sp-9037, S-2022"", ""Preamble"", 0.6861104369163513], [""Sp-9037, S-2022"", ""Operative"", 0.6159961223602295]]","[[""SP-9049, S-2022"", ""Operative"", 1.0], [""SP-9049, S-2022"", ""Introduction"", 0.7268663644790649], [""SP-9049, S-2022"", ""Preamble"", 0.6309084296226501], [""Sp-9037, S-2022"", ""Operative"", 0.570181131362915], [""Sp-9037, S-2022"", ""Preamble"", 0.5337962508201599], [""SP-3119, S-2022"", ""Preamble"", 0.27715981006622314]]"
What is the purpose of the financial assistance granted to the Quezon City Unified Retired Teachers' Association (URTASI) by the Quezon City Government?,Ano ang layunin ng pinansyal na tulong na ipinagkaloob ng Pamahalaang Lungsod ng Quezon City sa Quezon City Unified Retired Teachers' Association (URTASI)?,"The financial assistance granted to URTASI is intended to support their Mutual Aid Program, Health and Wellness Program, social and cultural activities, and maintenance and operational expenses. This includes providing medical assistance and death aid to its members.","SP-8962, S-2022",Introduction,"[[""SP-8962, S-2022"", ""Preamble"", 1.0], [""SP-8962, S-2022"", ""Operative"", 0.7767671346664429], [""SP-8962, S-2022"", ""Introduction"", 0.507493793964386], [""SP-2831, S-2019"", ""Preamble"", 0.24188631772994995], [""SP-2727, S-2018"", ""Operative"", 0.23945771157741547], [""SP-2727, S-2018"", ""Preamble"", 0.22763478755950928], [""SP-3129, S-2022"", ""Preamble"", 0.17342624068260193]]","[[""SP-8962, S-2022"", ""Preamble"", 0.9390881061553955], [""SP-8962, S-2022"", ""Operative"", 0.7562505006790161], [""SP-8962, S-2022"", ""Introduction"", 0.7151517868041992], [""SP-3165 S-2022"", ""Introduction"", 0.46609607338905334], [""SP-3025, S-2021"", ""Preamble"", 0.46353885531425476], [""SP-0944, S-2000"", ""Operative"", 0.3298221826553345], [""SP-2069, S-2011"", ""Uncategorized"", 0.3191719651222229]]","[[""SP-8962, S-2022"", ""Operative"", 0.9175348281860352], [""SP-8962, S-2022"", ""Preamble"", 0.7577998042106628], [""SP-8962, S-2022"", ""Introduction"", 0.5317893028259277], [""SP-3165 S-2022"", ""Introduction"", 0.22125761210918427], [""SP-3098, S-2022"", ""Preamble"", 0.2001914530992508], [""SP-0944, S-2000"", ""Operative"", 0.15038155019283295], [""SP-2831, S-2019"", ""Preamble"", 0.13846498727798462]]"
What requirements must large gambling establishments in Quezon City fulfill to obtain a fixed term special permit?,Ano ang mga kinakailangan na dapat tuparin ng malalaking establisimyento ng pagsusugal sa Quezon City upang makakuha ng fixed term special permit?,"Large gambling establishments with a paid-up capitalization of at least One Billion Pesos and a license from the Philippine Amusement and Gaming Corporation (PAGCOR) are automatically entitled to a fixed term special permit coterminous with their PAGCOR license. However, they are required to secure a Letter of No Objection from the Office of the City Mayor, a function delegated to the Chief of the Business Permits and Licensing Department (BPLD).","SP-2860, S-2019",Operative,"[[""SP-2860, S-2019"", ""Operative"", 1.0], [""SP-2641, S-2017"", ""Operative"", 0.5734549164772034], [""SP-8973, S-2022"", ""Operative"", 0.4251789450645447], [""SP-8973, S-2022"", ""Introduction"", 0.40479177236557007], [""SP-2860, S-2019"", ""Preamble"", 0.36161285638809204], [""SP-8978, S-2022"", ""Operative"", 0.359790176153183]]","[[""SP-2860, S-2019"", ""Operative"", 0.6046087741851807], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2641, S-2017"", ""Preamble"", 0.40828555822372437], [""SP-2069, S-2011"", ""Uncategorized"", 0.3318491280078888], [""SP-3025, S-2021"", ""Preamble"", 0.2809406816959381], [""SP-8999, S-2022"", ""Introduction"", 0.2720280885696411], [""SP-1772, S-2007"", ""Introduction"", 0.26112625002861023]]","[[""SP-2860, S-2019"", ""Operative"", 0.7820808291435242], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.4337102770805359], [""SP-2641, S-2017"", ""Operative"", 0.34659889340400696], [""SP-8984, S-2022"", ""Operative"", 0.2831747531890869]]"
